version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,CPH2641,1772913520991,2026-03-07_19-58-40,Africa/Kigali,android,1.54.1,7f2b3d01-177b-4c01-a026-f0ed6cb8321c,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,50|50||50|50|50,false,34
