time,seconds_elapsed,z,y,x
1772913026577409800,0.310409912109375,0.0026147053577005863,-0.005110173486173153,0.005112302955240011
1772913026627410000,0.360409912109375,0.0026147053577005863,-0.005110173486173153,0.005112302955240011
1772913026677409800,0.410409912109375,-0.002576379105448723,-0.00545723969116807,0.005415719468146563
1772913026727410000,0.460409912109375,0.002611511619761586,0.005487048998475075,0.005424236413091421
1772913026777409800,0.510409912109375,0.002599800704047084,0.0053688762709498405,0.005415719468146563
1772913026827410000,0.560409912109375,-0.0026466441340744495,-0.005257091019302607,-0.005478532053530216
1772913026877409800,0.610409912109375,-0.002583831548690796,-0.0050718472339212894,0.005450851749628782
1772913026927410000,0.660409912109375,-0.002540182089433074,-0.0005897991941310465,-0.0052421861328184605
1772913026977409800,0.710409912109375,-0.0026264162734150887,-0.005267736967653036,0.00545723969116807
1772913027027410000,0.760409912109375,-0.002650902606546879,0.005234734155237675,-0.005468950141221285
1772913027077409800,0.810409912109375,0.002667936496436596,-0.00518043851479888,0.005415719468146563
1772913027127410000,0.860409912109375,0.0025210189633071423,-0.0052123768255114555,-0.005395491607487202
1772913027177409800,0.910409912109375,0.002529535908252001,0.005347583442926407,0.005306063685566187
1772913027227410000,0.960409912109375,0.002554022241383791,0.00518043851479888,-0.005477467086166143
1772913027277409800,1.010409912109375,-0.0025785083416849375,-0.005479596555233002,0.00512081990018487
1772913027327410000,1.060409912109375,0,-0.004697101190686226,0.004389426205307245
1772913027377409800,1.110409912109375,0.002560409950092435,-0.00391460582613945,0.0036580325104296207
1772913027427410000,1.160409912109375,-0.002672194968909025,-0.0031310459598898888,0.0029255743138492107
1772913027477409800,1.210409912109375,-0.0025817023124545813,-0.005274124909192324,-0.005143176764249802
1772913027527410000,1.260409912109375,0.0027307490818202496,0.005477467086166143,0.005271995905786753
1772913027577409800,1.310409912109375,-0.002580637577921152,-0.0053688762709498405,0.005185761488974094
1772913027627410000,1.360409912109375,0.002554022241383791,0.00543275335803628,0.005389103665947914
1772913027677409800,1.410409912109375,-0.0026658072602003813,-0.0052773188799619675,-0.0054082670249044895
1772913027727410000,1.460409912109375,-0.0025891545228660107,-0.005220893770456314,-0.005375263746827841
1772913027777409800,1.510409912109375,-0.0025859607849270105,-0.005380586721003056,0.005187890958040953
1772913027827410000,1.560409912109375,-0.0025987362023442984,-0.005323097575455904,0.0034312685020267963
1772913027877409800,1.610409912109375,-0.002594477729871869,-0.005328420549631119,0.0016842280747368932
1772913027927410000,1.660409912109375,-0.0017449113074690104,-0.0035494414623826742,-0.00004045553941978142
1772913027977409800,1.710409912109375,-0.0025625391863286495,-0.005149564240127802,0.0054476577788591385
1772913028027410000,1.760409912109375,-0.002684970386326313,-0.005133595317602158,0.005226217210292816
1772913028077409800,1.810409912109375,-0.9606317281723022,-2.255157947540283,0.19029541313648224
1772913028127410000,1.860409912109375,-1.1483975648880005,-4.355146408081055,0.14839623868465424
1772913028177409800,1.910409912109375,1.0558704137802124,8.06350326538086,1.5320491790771484
1772913028227410000,1.960409912109375,14.682723045349121,18.047456741333008,0.9051618576049805
1772913028277409800,2.010409912109375,18.46855926513672,25.63933563232422,8.08290958404541
1772913028327410000,2.060409912109375,15.84645938873291,23.90364646911621,11.376866340637207
1772913028377409800,2.110409912109375,17.67612075805664,26.621238708496094,6.141788959503174
1772913028427410000,2.160409912109375,10.363118171691895,32,3.8018550872802734
1772913028477409800,2.210409912109375,-1.9744890928268433,-4.208572864532471,1.6543047428131104
1772913028527410000,2.260409912109375,-1.021609902381897,0.41422852873802185,-5.747806072235107
1772913028577409800,2.310409912109375,3.08343505859375,-0.724277675151825,-0.005166598130017519
1772913028627410000,2.360409912109375,0.019609225913882256,-28.45478057861328,-0.00521131232380867
1772913028727410000,2.460409912109375,0.45486825704574585,0.6390751004219055,0.18113435804843903
1772913028777409800,2.510409912109375,-0.5276328921318054,-5.066494464874268,-0.5458346605300903
1772913028827410000,2.560409912109375,-2.2768356800079346,-9.944564819335938,-0.005149564240127802
1772913028877409800,2.610409912109375,12.191973686218262,13.847396850585938,0.005209183320403099
1772913028927410000,2.660409912109375,19.588809967041016,21.53987693786621,0.005053748842328787
1772913029027410000,2.760409912109375,-13.505115509033203,24.943016052246094,0.005269866436719894
1772913029077409800,2.810409912109375,-0.674233078956604,32,0.005388039164245129
1772913029127410000,2.860409912109375,1.0402843952178955,-10.356650352478027,-0.005115496460348368
1772913029177409800,2.910409912109375,-15.710299491882324,-31.358638763427734,-3.067671298980713
1772913029227410000,2.960409912109375,-19.0076847076416,-8.278044700622559,-5.6148576736450195
1772913029277409800,3.010409912109375,-9.880963325500488,-2.025392770767212,-1.656775712966919
1772913029327410000,3.060409912109375,-11.62348461151123,-7.682615756988525,-1.30454421043396
1772913029377409800,3.110409912109375,-14.97432804107666,-9.127703666687012,-1.1194015741348267
1772913029427410000,3.160409912109375,-13.510588645935059,-6.06903600692749,-0.6885628700256348
1772913029477409800,3.210409912109375,-2.926450490951538,-5.68183708190918,-0.8565843105316162
1772913029527410000,3.260409912109375,-21.654544830322266,-12.283228874206543,-4.315643787384033
1772913029577409800,3.310409912109375,-24.978734970092773,-18.445980072021484,-7.264482021331787
1772913029627410000,3.360409912109375,2.0625298023223877,1.6325652599334717,12.451460838317871
1772913029677409800,3.410409912109375,16.463890075683594,20.414583206176758,0.0053316145204007626
1772913029777409800,3.510409912109375,-23.841468811035156,9.483352661132812,-12.709220886230469
1772913029827410000,3.560409912109375,-15.28182315826416,22.705612182617188,-22.975250244140625
1772913029877409800,3.610409912109375,-20.85317611694336,9.811617851257324,-14.767165184020996
1772913029927410000,3.660409912109375,-18.554351806640625,3.7897121906280518,-4.013667583465576
1772913029977409800,3.710409912109375,-19.064516067504883,4.059162139892578,-1.4208581447601318
1772913030027410000,3.760409912109375,-19.96839141845703,2.2307662963867188,0.05972728133201599
1772913030077409800,3.810409912109375,-1.3367564678192139,-1.0785149335861206,1.6739437580108643
1772913030127410000,3.860409912109375,9.505268096923828,5.94258975982666,0.7344618439674377
1772913030177409800,3.910409912109375,21.386320114135742,3.3032374382019043,14.646995544433594
1772913030227410000,3.960409912109375,14.784014701843262,8.433424949645996,21.24241828918457
1772913030277409800,4.010409912109375,-0.18450067937374115,15.098501205444336,33.26019287109375
1772913030327410000,4.060409912109375,-14.127446174621582,32.962921142578125,1.7889513969421387
1772913030377409800,4.110409912109375,-9.975135803222656,30.540597915649414,-11.644723892211914
1772913030427410000,4.160409912109375,-0.5769332647323608,17.54526138305664,-34.83218002319336
1772913030477409800,4.210409912109375,15.41966438293457,-0.9806135296821594,-25.35371208190918
1772913030527410000,4.260409912109375,13.133079528808594,-14.750457763671875,-32
1772913030577409800,4.310409912109375,0.018859734758734703,3.268298864364624,-16.037784576416016
1772913030627410000,4.360409912109375,-0.6489750146865845,0.04276257008314133,-10.709295272827148
1772913030677409800,4.410409912109375,-0.891615629196167,-0.5496534705162048,3.8034160137176514
1772913030727410000,4.460409912109375,2.2603096961975098,8.153471946716309,1.637424111366272
1772913030777409800,4.510409912109375,17.142873764038086,11.285587310791016,1.3898670673370361
1772913030827410000,4.560409912109375,22.05231475830078,15.52422046661377,12.163153648376465
1772913030877409800,4.610409912109375,22.946516036987305,10.279233932495117,18.338394165039062
1772913030927410000,4.660409912109375,-15.40034294128418,3.392564296722412,-0.6324329376220703
1772913030977409800,4.710409912109375,-29.468358993530273,-32,-2.2929508686065674
1772913031027410000,4.760409912109375,-3.2763419151306152,-25.651565551757812,28.54595184326172
1772913031077409800,4.810409912109375,16.098403930664062,35,0.34927502274513245
1772913031127410000,4.860409912109375,9.319051742553711,32,-1.724169373512268
1772913031177409800,4.910409912109375,0.33726826310157776,-1.378235101699829,0.6628342270851135
1772913031227410000,4.960409912109375,-0.9497981667518616,0.3331439197063446,0.4745541214942932
1772913031277409800,5.010409912109375,0.9116230010986328,1.264454960823059,0.4058701992034912
1772913031327410000,5.060409912109375,1.7170257568359375,2.6695759296417236,-0.41667822003364563
1772913031377409800,5.110409912109375,-1.4202278852462769,1.7368606328964233,-0.3957020342350006
1772913031427410000,5.160409912109375,-1.2592042684555054,-1.5119481086730957,0.7218620181083679
1772913031477409800,5.210409912109375,-0.07238774001598358,-6.843966007232666,2.2742421627044678
1772913031527410000,5.260409912109375,9.97119140625,0.2912830710411072,4.592011451721191
1772913031577409800,5.310409912109375,17.893047332763672,6.125400066375732,5.482679843902588
1772913031627410000,5.360409912109375,-3.4420883655548096,-3.8810927867889404,-17.800670623779297
1772913031677409800,5.410409912109375,-16.057756423950195,-2.324500799179077,-21.327669143676758
1772913031727410000,5.460409912109375,1.8584582805633545,1.1255871057510376,7.005177974700928
1772913031777409800,5.510409912109375,0.6770351529121399,10.752738952636719,0.0053316145204007626
1772913031827410000,5.560409912109375,-15.062867164611816,-6.427405834197998,-0.005236863158643246
1772913031877409800,5.610409912109375,-3.069854736328125,-3.3121728897094727,-1.4152008295059204
1772913031927410000,5.660409912109375,-2.7284600734710693,-5.794013977050781,1.5027551651000977
1772913031977409800,5.710409912109375,-9.97834300994873,-12.812101364135742,-0.0031534028239548206
1772913032027410000,5.760409912109375,0.17727085947990417,-0.06299246847629547,0.005353971384465694
1772913032077409800,5.810409912109375,2.1471810340881348,13.42579174041748,0.005129336845129728
1772913032127410000,5.860409912109375,2.6787805557250977,25.517900466918945,0.005278383381664753
1772913032177409800,5.910409912109375,3.3690948486328125,20.501676559448242,0.005477467086166143
1772913032227410000,5.960409912109375,0.15652461349964142,-35,0.005301805213093758
1772913032277409800,6.010409912109375,1.2702922821044922,18.293010711669922,-0.005258155521005392
1772913032327409400,6.060409423828125,18.644439697265625,32,-0.0050324564799666405
1772913032377409300,6.1104091796875,12.242676734924316,0.14936931431293488,0.9172537922859192
1772913032427409400,6.160409423828125,-10.276602745056152,-8.732889175415039,-0.2413737177848816
1772913032477409300,6.2104091796875,1.413804054260254,4.766566276550293,0.24381808936595917
1772913032527409400,6.260409423828125,-1.9533350467681885,-7.329838275909424,0.005401879083365202
1772913032577409300,6.3104091796875,0.12300613522529602,-0.17738796770572662,-0.014265901409089565
1772913032627409400,6.360409423828125,-1.678634524345398,-3.4696896076202393,-0.3079390525817871
1772913032677409300,6.4104091796875,-11.611067771911621,-2.450711488723755,-3.4054813385009766
1772913032727409400,6.460409423828125,16.556415557861328,0.07589246332645416,2.3147244453430176
1772913032777409300,6.5104091796875,25.497188568115234,0.5255206823348999,0.7663546204566956
1772913032827409400,6.560409423828125,1.5536417961120605,-0.5867618322372437,-3.1707603931427
1772913032877409300,6.6104091796875,1.284792423248291,-6.148162841796875,0.005335872992873192
1772913032927409400,6.660409423828125,11.650115013122559,0.36234962940216064,-0.005291158799082041
1772913032977409300,6.7104091796875,22.070653915405273,-6.729222297668457,0.005395491607487202
1772913033027409400,6.760409423828125,2.4925456047058105,-32.43968200683594,0.005343324970453978
1772913033077409300,6.8104091796875,-3.0203914642333984,-18.88045883178711,9.576460838317871
1772913033127409400,6.860409423828125,-0.3920769989490509,15.140874862670898,4.6789069175720215
1772913033177409300,6.9104091796875,1.0401502847671509,-1.039241075515747,1.6701984405517578
1772913033227409400,6.960409423828125,0.5393990278244019,0.2696148753166199,2.652437686920166
1772913033277409300,7.0104091796875,-0.10860183089971542,1.8183189630508423,1.7601417303085327
1772913033327409400,7.060409423828125,1.9639642238616943,-2.734729528427124,-29.10345458984375
1772913033377409300,7.1104091796875,-12.518203735351562,5.254094123840332,0.49343621730804443
