version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,CPH2641,1772905675705,2026-03-07_17-47-55,Africa/Kigali,android,1.54.1,7f2b3d01-177b-4c01-a026-f0ed6cb8321c,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false,34
