time,seconds_elapsed,z,y,x
1772914601513167600,0.411167724609375,9.246166229248047,-0.47976094484329224,0.7525427341461182
1772914601562943700,0.46094384765625,9.233603477478027,-0.4815555512905121,0.7666005492210388
1772914601612779800,0.51077978515625,9.232706069946289,-0.47527438402175903,0.7564310431480408
1772914601662643700,0.560643798828125,9.234201431274414,-0.4749752879142761,0.7522436380386353
1772914601712545800,0.6105458984375,9.23599624633789,-0.47198426723480225,0.7396813035011292
1772914601762610000,0.66060986328125,9.235696792602539,-0.47288158535957336,0.7540382146835327
1772914601812277800,0.71027783203125,9.23719310760498,-0.47587260603904724,0.7492526173591614
1772914601862133200,0.76013330078125,9.234800338745117,-0.4749752879142761,0.7728816866874695
1772914601911996700,0.80999658203125,9.231210708618164,-0.48095735907554626,0.7689933776855469
1772914601962097400,0.860097412109375,9.235696792602539,-0.46869412064552307,0.7501499056816101
1772914602011760000,0.909760009765625,9.241978645324707,-0.47527438402175903,0.7444669604301453
1772914602061815800,0.95981591796875,9.233603477478027,-0.46869412064552307,0.7549355626106262
1772914602111479000,1.00947900390625,9.236594200134277,-0.4833501875400543,0.760917603969574
1772914602161348000,1.05934814453125,9.235696792602539,-0.4782654345035553,0.755533754825592
1772914602211223600,1.1092236328125,9.223732948303223,-0.4737788736820221,0.7674978375434875
1772914602261306000,1.15930615234375,9.239585876464844,-0.4743770956993103,0.7501499056816101
1772914602310978300,1.208978271484375,9.238389015197754,-0.47617170214653015,0.7483552694320679
1772914602410730800,1.308730712890625,9.237491607666016,-0.4713860750198364,0.7579265832901001
1772914602460598300,1.358598388671875,9.23599624633789,-0.47916272282600403,0.7603194117546082
1772914602510459000,1.408458984375,9.233304023742676,-0.47587260603904724,0.7573283910751343
1772914602560297700,1.458297607421875,9.233603477478027,-0.4833501875400543,0.7579265832901001
1772914602610180600,1.5081806640625,9.233603477478027,-0.4782654345035553,0.760917603969574
1772914602660261400,1.558261474609375,9.237491607666016,-0.4743770956993103,0.7585247755050659
1772914602709922300,1.60792236328125,9.230313301086426,-0.47258245944976807,0.7603194117546082
1772914602759770000,1.65777001953125,9.23599624633789,-0.4773681163787842,0.7537391185760498
1772914602809665500,1.70766552734375,9.230313301086426,-0.48095735907554626,0.7594220638275146
1772914602859727600,1.7577275390625,9.238089561462402,-0.48006004095077515,0.7579265832901001
1772914602909364700,1.80736474609375,9.230313301086426,-0.4782654345035553,0.7651050686836243
1772914602959230700,1.857230712890625,9.230911254882812,-0.4776672124862671,0.7612167000770569
1772914603009430500,1.907430419921875,9.235098838806152,-0.4743770956993103,0.7492526173591614
1772914603058978600,1.956978515625,9.230313301086426,-0.47527438402175903,0.7618148922920227
1772914603109166600,2.00716650390625,9.230911254882812,-0.4773681163787842,0.7579265832901001
1772914603158864000,2.05686376953125,9.232406616210938,-0.4743770956993103,0.7597211599349976
1772914603208836600,2.106836669921875,9.233603477478027,-0.4824528694152832,0.7573283910751343
1772914603258607900,2.15660791015625,9.237491607666016,-0.48095735907554626,0.7645068168640137
1772914603308494000,2.206494140625,9.2255277633667,-0.4821537733078003,0.7525427341461182
1772914603358227700,2.256227783203125,9.230313301086426,-0.4737788736820221,0.7549355626106262
1772914603408325000,2.3063251953125,9.230313301086426,-0.4773681163787842,0.753140926361084
1772914603458152700,2.356152587890625,9.23599624633789,-0.4821537733078003,0.753140926361084
1772914603507987000,2.405987060546875,9.235696792602539,-0.4734797775745392,0.7561319470405579
1772914603558013700,2.456013671875,9.233603477478027,-0.4863412082195282,0.7579265832901001
1772914603607666200,2.505666259765625,9.232406616210938,-0.47976094484329224,0.7561319470405579
1772914603657389600,2.5553896484375,9.22134017944336,-0.4749752879142761,0.7689933776855469
1772914603706489600,2.604489501953125,9.23719310760498,-0.4773681163787842,0.7513462901115417
1772914603755589600,2.653589599609375,9.240483283996582,-0.4749752879142761,0.740279495716095
1772914603804689700,2.702689697265625,9.232406616210938,-0.4773681163787842,0.7540382146835327
1772914603853789700,2.751789794921875,9.238389015197754,-0.47976094484329224,0.7549355626106262
1772914603903969500,2.801969482421875,9.231210708618164,-0.47676992416381836,0.7573283910751343
1772914603954869500,2.852869384765625,9.235696792602539,-0.47587260603904724,0.7492526173591614
1772914604005769500,2.90376953125,9.23719310760498,-0.4785645306110382,0.7492526173591614
1772914604056656000,2.95465576171875,9.227621078491211,-0.47288158535957336,0.7621139883995056
1772914604106518300,3.004518310546875,9.232706069946289,-0.47676992416381836,0.7564310431480408
1772914604156411600,3.05441162109375,9.232406616210938,-0.4749752879142761,0.7588238716125488
1772914604206265300,3.104265380859375,9.238089561462402,-0.47916272282600403,0.7459624409675598
1772914604256148700,3.154148681640625,9.226425170898438,-0.47976094484329224,0.7588238716125488
1772914604306002200,3.204002197265625,9.233304023742676,-0.4776672124862671,0.755533754825592
1772914604355579400,3.253579345703125,9.226125717163086,-0.47108694911003113,0.7618148922920227
1772914604405472500,3.303472412109375,9.233603477478027,-0.4821537733078003,0.7465606927871704
1772914604455337000,3.3533369140625,9.241379737854004,-0.47587260603904724,0.7513462901115417
1772914604505211000,3.4032109375,9.235098838806152,-0.47617170214653015,0.7498508095741272
1772914604555063300,3.453063232421875,9.22851848602295,-0.47976094484329224,0.763310432434082
1772914604604922600,3.502922607421875,9.232406616210938,-0.47976094484329224,0.7597211599349976
1772914604654773800,3.552773681640625,9.233304023742676,-0.48006004095077515,0.7549355626106262
1772914604704631300,3.60263134765625,9.230911254882812,-0.47676992416381836,0.7507480978965759
1772914604754489300,3.6524892578125,9.233304023742676,-0.4743770956993103,0.7570292353630066
1772914604804350700,3.702350830078125,9.227621078491211,-0.48065826296806335,0.7549355626106262
1772914604854207200,3.752207275390625,9.227920532226562,-0.48095735907554626,0.763310432434082
1772914604904066800,3.80206689453125,9.230313301086426,-0.47976094484329224,0.7540382146835327
1772914604953926400,3.851926513671875,9.230911254882812,-0.48095735907554626,0.7516453862190247
1772914605003810800,3.901810791015625,9.231210708618164,-0.4776672124862671,0.753140926361084
1772914605053679400,3.951679443359375,9.232406616210938,-0.48484569787979126,0.7585247755050659
1772914605103532500,4.001532470703125,9.229415893554688,-0.4824528694152832,0.755533754825592
1772914605153393000,4.051392822265625,9.233603477478027,-0.47527438402175903,0.7546364665031433
1772914605203256600,4.101256591796875,9.229415893554688,-0.47587260603904724,0.7579265832901001
1772914605253102800,4.151102783203125,9.23599624633789,-0.4854438900947571,0.755533754825592
1772914605302994000,4.200993896484375,9.232406616210938,-0.48006004095077515,0.7612167000770569
1772914605352856800,4.25085693359375,9.22851848602295,-0.47587260603904724,0.7546364665031433
1772914605452607700,4.350607666015625,9.236594200134277,-0.47916272282600403,0.7537391185760498
1772914605502479600,4.400479736328125,9.232706069946289,-0.4824528694152832,0.7540382146835327
1772914605552339000,4.4503388671875,9.234800338745117,-0.4776672124862671,0.7570292353630066
1772914605602220300,4.50022021484375,9.233603477478027,-0.4749752879142761,0.7522436380386353
1772914605652107500,4.550107421875,9.230911254882812,-0.47617170214653015,0.7588238716125488
1772914605701992400,4.599992431640625,9.235098838806152,-0.4776672124862671,0.7573283910751343
1772914605751865900,4.649865966796875,9.235696792602539,-0.4785645306110382,0.760917603969574
1772914605801738500,4.699738525390625,9.231210708618164,-0.4773681163787842,0.7597211599349976
1772914605851619000,4.749619140625,9.235098838806152,-0.47527438402175903,0.7474579811096191
1772914605901492700,4.79949267578125,9.239884376525879,-0.48006004095077515,0.7501499056816101
1772914605951373800,4.849373779296875,9.23719310760498,-0.47288158535957336,0.7549355626106262
1772914606001264000,4.89926416015625,9.237491607666016,-0.47916272282600403,0.7618148922920227
1772914606051158300,4.949158203125,9.235098838806152,-0.47916272282600403,0.755533754825592
1772914606101064700,4.999064697265625,9.235696792602539,-0.48006004095077515,0.7513462901115417
1772914606150952700,5.04895263671875,9.233304023742676,-0.4782654345035553,0.7522436380386353
1772914606200841200,5.09884130859375,9.232406616210938,-0.4782654345035553,0.763310432434082
1772914606250691000,5.148691162109375,9.239884376525879,-0.4782654345035553,0.7513462901115417
1772914606300563200,5.198563232421875,9.232406616210938,-0.47976094484329224,0.760917603969574
1772914606350411500,5.24841162109375,9.241379737854004,-0.47288158535957336,0.7465606927871704
1772914606400288800,5.298288818359375,9.226125717163086,-0.4785645306110382,0.7570292353630066
1772914606450146300,5.348146240234375,9.239585876464844,-0.4815555512905121,0.7549355626106262
1772914606500010500,5.398010498046875,9.235696792602539,-0.4776672124862671,0.7621139883995056
1772914606549862000,5.44786181640625,9.229415893554688,-0.48065826296806335,0.7588238716125488
1772914606599752700,5.497752685546875,9.242876052856445,-0.4785645306110382,0.7483552694320679
1772914606649628000,5.5476279296875,9.2288179397583,-0.4737788736820221,0.7612167000770569
1772914606699497000,5.5974970703125,9.234201431274414,-0.48065826296806335,0.7597211599349976
1772914606749367300,5.6473671875,9.23599624633789,-0.48006004095077515,0.7618148922920227
1772914606799438000,5.69743798828125,9.227621078491211,-0.4785645306110382,0.7573283910751343
1772914606849459700,5.747459716796875,9.233603477478027,-0.483051061630249,0.7537391185760498
1772914606899264000,5.797263916015625,9.232406616210938,-0.483051061630249,0.7564310431480408
1772914606949234400,5.847234375,9.22851848602295,-0.47676992416381836,0.7594220638275146
1772914606999128000,5.897128173828125,9.230313301086426,-0.4776672124862671,0.755533754825592
1772914607049014300,5.94701416015625,9.23599624633789,-0.4785645306110382,0.7525427341461182
1772914607098840800,5.9968408203125,9.227621078491211,-0.4821537733078003,0.7570292353630066
1772914607148489000,6.046489013671875,9.234201431274414,-0.47916272282600403,0.7561319470405579
1772914607198544100,6.096544189453125,9.232706069946289,-0.48454657196998596,0.7627122402191162
1772914607248271400,6.146271240234375,9.230013847351074,-0.4773681163787842,0.7627122402191162
1772914607298577000,6.196576904296875,9.237491607666016,-0.47258245944976807,0.747757077217102
1772914607348547000,6.246547119140625,9.235098838806152,-0.47587260603904724,0.7549355626106262
1772914607398332700,6.296332763671875,9.22851848602295,-0.4773681163787842,0.7627122402191162
1772914607447730000,6.34572998046875,9.230013847351074,-0.47976094484329224,0.7585247755050659
1772914607497690000,6.395690185546875,9.226425170898438,-0.47527438402175903,0.7570292353630066
1772914607547553800,6.4455537109375,9.239585876464844,-0.48484569787979126,0.7522436380386353
1772914607597340200,6.495340087890625,9.232706069946289,-0.483051061630249,0.7603194117546082
1772914607647187500,6.5451875,9.231210708618164,-0.4815555512905121,0.7594220638275146
1772914607697265000,6.595264892578125,9.224630355834961,-0.47916272282600403,0.7642077207565308
1772914607746941400,6.64494140625,9.23599624633789,-0.4863412082195282,0.7513462901115417
1772914607797074200,6.69507421875,9.234800338745117,-0.4833501875400543,0.755533754825592
1772914607846997800,6.744997802734375,9.227920532226562,-0.4821537733078003,0.7621139883995056
1772914607896800500,6.794800537109375,9.231210708618164,-0.48394837975502014,0.7594220638275146
1772914607946752800,6.844752685546875,9.227023124694824,-0.48065826296806335,0.7579265832901001
1772914607996502300,6.894502197265625,9.230013847351074,-0.48006004095077515,0.7540382146835327
1772914608046470700,6.944470703125,9.238389015197754,-0.47976094484329224,0.7492526173591614
1772914608096233200,6.994233154296875,9.230911254882812,-0.48006004095077515,0.7549355626106262
1772914608146182100,7.04418212890625,9.227621078491211,-0.47976094484329224,0.7666005492210388
1772914608195927000,7.093927001953125,9.234800338745117,-0.4821537733078003,0.760917603969574
1772914608245970700,7.143970703125,9.226125717163086,-0.4782654345035553,0.7621139883995056
1772914608295765200,7.19376513671875,9.232406616210938,-0.4821537733078003,0.7513462901115417
1772914608345426700,7.2434267578125,9.2288179397583,-0.4821537733078003,0.7588238716125488
1772914608395356000,7.29335595703125,9.23180866241455,-0.48095735907554626,0.7603194117546082
1772914608445234400,7.343234375,9.2288179397583,-0.483051061630249,0.760917603969574
1772914608495130600,7.393130615234375,9.234800338745117,-0.47916272282600403,0.753140926361084
